pipeline	percId	majorRef	minorReft	noMajorRef	noMinorRef	noBinMajorRef	noBinMinorRef	noBinJunk	noBinRand	time	memory	mappedRef	acutalRef	mismatches	indels	length	alnLength	ins	del	Duplicated
newPipe	3.00	MF589543-ORF2	EF524523-ORF2	14332.00	14140.00	11978.00	8.00	0.00	0.00	96.36	411472.00	MF589543-ORF2	MF589543-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	MF589543-ORF2	EF524523-ORF2	14332.00	14140.00	3.00	6099.00	0.00	0.00	1988.75	406292.00	EF524523-ORF2	EF524523-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	MF589543-ORF2	EF524523-ORF2	14332.00	14140.00	5994.00	3.00	0.00	0.00	1988.75	406292.00	MF589543-ORF2	MF589543-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	MF737379-ORF2	GQ358997-ORF2	14302.00	14028.00	3631.00	9187.00	3.00	0.00	18940.49	7577132.00	KY806003-ORF2	GQ358997-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	MF737379-ORF2	GQ358997-ORF2	14302.00	14028.00	2300.00	8735.00	0.00	0.00	92.85	407024.00	KY806003-ORF2	GQ358997-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	MF737379-ORF2	GQ358997-ORF2	14302.00	14028.00	991.00	48.00	0.00	0.00	92.85	407024.00	KY806003-ORF2	MF737379-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MF737379-ORF2	GQ358997-ORF2	14302.00	14028.00	742.00	5072.00	0.00	0.00	1277.54	404088.00	KY806003-ORF2	GQ358997-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MF737379-ORF2	GQ358997-ORF2	14302.00	14028.00	1172.00	182.00	0.00	0.00	1277.54	404088.00	KY806003-ORF2	MF737379-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	3961.00	11477.00	0.00	3.00	566.10	412256.00	KY806003-ORF2	JQ866919-ORF2	3.00	5.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	3267.00	11391.00	0.00	3.00	102.13	407264.00	KY806003-ORF2	JQ866919-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	379.00	8.00	0.00	0.00	102.13	407264.00	KY806003-ORF2	MG813260-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	3194.00	11017.00	0.00	0.00	116.27	406984.00	KY806003-ORF2	JQ866919-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	502.00	9.00	0.00	0.00	116.27	406984.00	KY806003-ORF2	MG813260-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	356.00	5837.00	0.00	0.00	1395.76	402988.00	KY806003-ORF2	JQ866919-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	MG813260-ORF2	JQ866919-ORF2	14694.00	14671.00	1820.00	118.00	0.00	0.00	1395.76	402988.00	KY806003-ORF2	MG813260-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	12426.00	12573.00	1.00	3.00	718.63	606824.00	AY556477-ORF2	AY556477-ORF2	5.00	13.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	39.00	12503.00	1.00	2.00	100.77	580544.00	AY556477-ORF2	AY556477-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	12329.00	39.00	0.00	1.00	100.77	580544.00	MH341484-ORF2	MH341484-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	8.00	12004.00	0.00	0.00	96.27	403976.00	AY556477-ORF2	AY556477-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	11905.00	6.00	0.00	0.00	96.27	403976.00	MH341484-ORF2	MH341484-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	2.00	5785.00	0.00	0.00	1947.62	404660.00	AY556477-ORF2	AY556477-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.00	MH341484-ORF2	AY556477-ORF2	14491.00	14317.00	5963.00	2.00	0.00	0.00	1947.62	404660.00	MH341484-ORF2	MH341484-ORF2	0.00	6.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	12147.00	12361.00	2.00	2.00	805.43	517296.00	MH341484-ORF2	MH341484-ORF2	1.00	4.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	50.00	12279.00	2.00	1.00	78.02	403744.00	JX512855-ORF2	JX512855-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	12065.00	60.00	0.00	1.00	78.02	403744.00	MH341484-ORF2	MH341484-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	17.00	11827.00	0.00	0.00	102.49	402896.00	JX512855-ORF2	JX512855-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	11656.00	22.00	0.00	0.00	102.49	402896.00	MH341484-ORF2	MH341484-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	3.00	5958.00	0.00	0.00	1927.25	406388.00	JX512855-ORF2	JX512855-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MH341484-ORF2	JX512855-ORF2	14218.00	14325.00	5837.00	2.00	0.00	0.00	1927.25	406388.00	MH341484-ORF2	MH341484-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	8983.00	10611.00	1.00	2.00	697.17	429892.00	KY806003-ORF2	EU755377-ORF2	4.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	5.00	146.00	0.00	0.00	74.52	403928.00	KY806003-ORF2	EU755377-ORF2	1.00	7.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	8737.00	10388.00	1.00	2.00	74.52	403928.00	KY806003-ORF2	EU755377-ORF2	5.00	1.00	0.00	0.00	0.00	0.00	TRUE
newPipe	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	8555.00	10092.00	0.00	0.00	102.28	408016.00	KY806003-ORF2	EU755377-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	3713.00	5207.00	0.00	0.00	1698.58	410872.00	KY806003-ORF2	EU755377-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MH465420-ORF2	EU755377-ORF2	14704.00	14545.00	786.00	143.00	0.00	0.00	1698.58	410872.00	KY806003-ORF2	MH465420-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	MH509733-ORF2	LC008137-ORF2	14585.00	14480.00	12372.00	12878.00	3.00	3.00	801.76	467332.00	LC008137-ORF2	LC008137-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	MH509733-ORF2	LC008137-ORF2	14585.00	14480.00	12343.00	12871.00	3.00	3.00	188.25	423328.00	LC008137-ORF2	MH509733-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	MH509733-ORF2	LC008137-ORF2	14585.00	14480.00	11521.00	12309.00	0.00	0.00	58.39	404172.00	LC008137-ORF2	MH509733-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MH509733-ORF2	LC008137-ORF2	14585.00	14480.00	4780.00	4519.00	0.00	0.00	1859.77	410056.00	LC008137-ORF2	MH509733-ORF2	2.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MH509733-ORF2	LC008137-ORF2	14585.00	14480.00	397.00	695.00	0.00	0.00	1859.77	410056.00	LC008137-ORF2	LC008137-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	11379.00	12400.00	0.00	2.00	812.01	630312.00	LC004750-ORF2	LC004750-ORF2	7.00	4.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	89.00	12381.00	0.00	2.00	76.99	400736.00	LC004750-ORF2	LC004750-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	11250.00	9.00	0.00	0.00	76.99	400736.00	LC008137-ORF2	MH509735-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	18.00	11795.00	0.00	0.00	86.17	401972.00	LC004750-ORF2	LC004750-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	10267.00	10.00	0.00	0.00	86.17	401972.00	LC008137-ORF2	MH509735-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	1.00	5786.00	0.00	0.00	1861.43	406432.00	LC004750-ORF2	LC004750-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.50	MH509735-ORF2	LC004750-ORF2	14071.00	13952.00	5663.00	6.00	0.00	0.00	1861.43	406432.00	LC008137-ORF2	MH509735-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.10	MK005838-ORF2	KM624030-ORF2	14719.00	14597.00	10516.00	10843.00	4.00	1.00	903.64	436676.00	KY806003-ORF2	MK005838-ORF2	4.00	9.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.10	MK005838-ORF2	KM624030-ORF2	14719.00	14597.00	10395.00	10695.00	4.00	1.00	53.84	400880.00	KY806003-ORF2	MK005838-ORF2	3.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.10	MK005838-ORF2	KM624030-ORF2	14719.00	14597.00	9918.00	10330.00	0.00	0.00	79.46	407560.00	KY806003-ORF2	MK005838-ORF2	2.00	5.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	MK005838-ORF2	KM624030-ORF2	14719.00	14597.00	4164.00	4030.00	0.00	0.00	1672.24	407900.00	KY806003-ORF2	MK005838-ORF2	3.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.10	MK005838-ORF2	KM624030-ORF2	14719.00	14597.00	589.00	730.00	0.00	0.00	1672.24	407900.00	KY806003-ORF2	KM624030-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	2171.00	2792.00	0.00	0.00	379.57	892280.00	HQ202949-ORF2	HQ202951-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	359.00	1676.00	0.00	0.00	192.73	520840.00	HQ202949-ORF2	HQ202951-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	485.00	51.00	0.00	0.00	192.73	520840.00	KX510064-ORF2	MK504383-ORF2	1.00	3.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	876.00	3.00	0.00	0.00	192.73	520840.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	192.00	6.00	0.00	0.00	192.73	520840.00	KX510064-ORF2	MK504383-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	TRUE
newPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	340.00	2497.00	0.00	0.00	178.86	403100.00	HQ202949-ORF2	HQ202951-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	1614.00	77.00	0.00	0.00	178.86	403100.00	KX510064-ORF2	MK504383-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	88.00	1466.00	0.00	0.00	511.00	404324.00	HQ202949-ORF2	HQ202951-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.60	MK504383-ORF2	HQ202951-ORF2	14703.00	14765.00	641.00	2.00	0.00	0.00	511.00	404324.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	2212.00	6541.00	1.00	0.00	261.79	413196.00	JF683403-ORF2	KR868575-ORF2	3.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	188.00	6168.00	1.00	0.00	177.99	403156.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	383.00	36.00	0.00	0.00	177.99	403156.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	495.00	9.00	0.00	0.00	177.99	403156.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	866.00	4.00	0.00	0.00	177.99	403156.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	TRUE
newPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	163.00	6220.00	0.00	0.00	181.43	403580.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	1841.00	75.00	0.00	0.00	181.43	403580.00	KX510064-ORF2	MK504383-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	64.00	4397.00	0.00	0.00	884.40	403600.00	JF683403-ORF2	KR868575-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MK504383-ORF2	KR868575-ORF2	14967.00	14917.00	874.00	1.00	0.00	0.00	884.40	403600.00	KX510064-ORF2	MK504383-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	12743.00	12619.00	3.00	3.00	1088.56	737636.00	KJ094606-ORF2	KJ094606-ORF2	8.00	6.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	40.00	12581.00	2.00	1.00	76.71	403488.00	KJ094606-ORF2	KJ094606-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	12682.00	26.00	1.00	2.00	76.71	403488.00	MN735211-ORF2	MN735211-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	6.00	12030.00	0.00	0.00	93.57	403712.00	KJ094606-ORF2	KJ094606-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	12145.00	12.00	0.00	0.00	93.57	403712.00	MN735211-ORF2	MN735211-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	2.00	5750.00	0.00	0.00	1940.28	408592.00	KJ094606-ORF2	KJ094606-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	3.10	MN735211-ORF2	KJ094606-ORF2	14518.00	14307.00	5792.00	6.00	0.00	0.00	1940.28	408592.00	MN735211-ORF2	MN735211-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	3740.00	12466.00	1.00	1.00	175.30	428824.00	KX169329-ORF2	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	66.00	12437.00	1.00	1.00	116.19	408416.00	KX169329-ORF2	KX169329-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	2437.00	9.00	0.00	0.00	116.19	408416.00	KY806003-ORF2	MT423827-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	32.00	11947.00	0.00	0.00	121.02	408912.00	KX169329-ORF2	KX169329-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	3359.00	7.00	0.00	0.00	121.02	408912.00	KY806003-ORF2	MT423827-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	4.00	6152.00	0.00	0.00	1439.98	406824.00	KX169329-ORF2	KX169329-ORF2	2.00	4.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	MT423827-ORF2	KX169329-ORF2	14238.00	14397.00	2347.00	0.00	0.00	0.00	1439.98	406824.00	KY806003-ORF2	MT423827-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	3559.00	9405.00	2.00	0.00	588.03	436888.00	KY806003-ORF2	GQ358997-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	2547.00	9217.00	2.00	0.00	81.28	405544.00	KY806003-ORF2	GQ358997-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	753.00	52.00	0.00	0.00	81.28	405544.00	KY806003-ORF2	MT769305-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	2494.00	8970.00	0.00	0.00	91.04	407260.00	KY806003-ORF2	GQ358997-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	715.00	40.00	0.00	0.00	91.04	407260.00	KY806003-ORF2	MT769305-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	685.00	5076.00	0.00	0.00	1386.93	404224.00	KY806003-ORF2	GQ358997-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.40	MT769305-ORF2	GQ358997-ORF2	14363.00	14388.00	1253.00	334.00	0.00	0.00	1386.93	404224.00	KY806003-ORF2	MT769305-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	12349.00	5026.00	2.00	0.00	647.60	454956.00	HQ202949-ORF2	AB361574-ORF2	1.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	11805.00	6.00	1.00	0.00	100.62	404216.00	HQ202949-ORF2	AB361574-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	187.00	5007.00	1.00	0.00	100.62	404216.00	KX098762-ORF2	KX098762-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	11672.00	2.00	0.00	0.00	115.81	407452.00	HQ202949-ORF2	AB361574-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	149.00	4857.00	0.00	0.00	115.81	407452.00	KX098762-ORF2	KX098762-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	7919.00	0.00	0.00	0.00	1665.05	404348.00	HQ202949-ORF2	AB361574-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	AB361574-ORF2	KX098762-ORF2	23214.00	5747.00	7.00	2335.00	0.00	0.00	1665.05	404348.00	KX098762-ORF2	KX098762-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	8020.00	5090.00	0.00	1.00	607.99	435852.00	KT868187-ORF2	AB512130-ORF2	2.00	6.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	106.00	5066.00	0.00	1.00	107.63	405912.00	JF683403-ORF2	JF683403-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	7367.00	4.00	0.00	0.00	107.63	405912.00	KT868187-ORF2	AB512130-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	90.00	4885.00	0.00	0.00	109.32	405824.00	JF683403-ORF2	JF683403-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	7407.00	1.00	0.00	0.00	109.32	405824.00	KT868187-ORF2	AB512130-ORF2	0.00	2.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	7.00	2398.00	0.00	0.00	1230.78	405544.00	JF683403-ORF2	JF683403-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	AB512130-ORF2	JF683403-ORF2	23274.00	5835.00	5445.00	0.00	0.00	0.00	1230.78	405544.00	KT868187-ORF2	AB512130-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.30	AB512130-ORF2	KT868187-ORF2	22789.00	5557.00	7790.00	4816.00	1.00	1.00	617.48	605100.00	KT868187-ORF2	AB512130-ORF2	1.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	AB512130-ORF2	KT868187-ORF2	22789.00	5557.00	247.00	0.00	0.00	0.00	82.04	405732.00	KT868187-ORF2	AB512130-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newPipe	1.30	AB512130-ORF2	KT868187-ORF2	22789.00	5557.00	6965.00	4621.00	0.00	0.00	82.04	405732.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	AB512130-ORF2	KT868187-ORF2	22789.00	5557.00	1248.00	1988.00	0.00	0.00	1130.80	405076.00	KT868187-ORF2	KT868187-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	1.30	AB512130-ORF2	KT868187-ORF2	22789.00	5557.00	3705.00	194.00	0.00	0.00	1130.80	405076.00	KT868187-ORF2	AB512130-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
allReads	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	3872.00	5048.00	1.00	0.00	455.23	497076.00	KX828216-ORF2	KX828216-ORF2	2.00	2.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	833.00	0.00	0.00	0.00	137.18	405428.00	KX510064-ORF2	EU450613-ORF2	1.00	6.00	0.00	0.00	0.00	0.00	TRUE
oldPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	2229.00	2.00	0.00	0.00	137.18	405428.00	KX510064-ORF2	EU450613-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	282.00	5041.00	1.00	0.00	137.18	405428.00	KX828216-ORF2	KX828216-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	3238.00	1.00	0.00	0.00	135.41	402608.00	KX510064-ORF2	EU450613-ORF2	2.00	4.00	0.00	0.00	0.00	0.00	FALSE
newPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	240.00	4851.00	0.00	0.00	135.41	402608.00	KX828216-ORF2	KX828216-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	1902.00	0.00	0.00	0.00	836.16	404836.00	KX510064-ORF2	EU450613-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
newClustPipe	2.00	EU450613-ORF2	KX828216-ORF2	22736.00	5698.00	9.00	2361.00	0.00	0.00	836.16	404836.00	KX828216-ORF2	KX828216-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
allReads	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	4644.00	5061.00	0.00	1.00	448.14	624788.00	HQ202949-ORF2	HQ202949-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
oldPipe	1.40	FJ233908-ORF2	HQ202949-ORF2	23121.00	5810.00	1686.00	5047.00	0.00	1.00	109.45	406832.00	HQ202949-ORF2	HQ202949-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
